id,formula,target,balanced_charge,Ea (eV),space group,ICSD Entry,formula_preprocessed
380,Li1.7Al0.7Ge1.3(PO4)3,2.75E-04,1,,167.0,,Li1.7Al0.7Ge1.3(PO4)3
381,Li1.8Al0.8Ge1.2(PO4)3,1.23E-04,1,0.43,167.0,,Li1.8Al0.8Ge1.2(PO4)3
382,LiGe2(PO4)3,3.12E-09,1,0.6,167.0,,LiGe2(PO4)3
383,Li0.86Hf2.035(PO4)3,9.20E-08,1,0.48,167.0,,Li0.86Hf2.035(PO4)3
384,Li1.7Al0.3Ti1.6(PO4)3,5.00E-05,1,,167.0,,Li1.7Al0.3Ti1.6(PO4)3
385,Li1.2In0.2Ti1.8(PO4)3,8.22E-05,1,0.32,167.0,,Li1.2In0.2Ti1.8(PO4)3
386,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,9.72E-04,1,0.25,167.0,,Li1.3Al0.2Sc0.1Ti1.7(PO4)3
387,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,1.24E-03,1,0.23,167.0,,Li1.3Al0.15Sc0.15Ti1.7(PO4)3
388,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,4.29E-04,1,0.26,167.0,,Li1.3Al0.1Sc0.2Ti1.7(PO4)3
389,Li1.3Sc0.3Ti1.7(PO4)3,4.52E-04,1,0.25,167.0,,Li1.3Sc0.3Ti1.7(PO4)3
390,Li1.3Al0.3Ti1.7(PO4)3,1.13E-03,1,0.23,167.0,257190.0,Li1.3Al0.3Ti1.7(PO4)3
391,LiTi(PO4)3,6.00E-05,1,0.33,167.0,,LiTi(PO4)3
392,Li1.05Al0.05Ti0.95(PO4)3,1.10E-03,1,0.31,167.0,,Li1.05Al0.05Ti0.95(PO4)3
393,Li1.1Al0.1Ti0.9(PO4)3,6.70E-04,1,0.32,167.0,,Li1.1Al0.1Ti0.9(PO4)3
394,Li1.2Al0.2Ti0.8(PO4)3,4.00E-03,1,0.31,167.0,,Li1.2Al0.2Ti0.8(PO4)3
395,Li1.3Al0.3Ti0.7(PO4)3,6.20E-03,1,0.3,167.0,,Li1.3Al0.3Ti0.7(PO4)3
396,Li1.4Al0.4Ti0.6(PO4)3,3.30E-03,1,0.29,167.0,,Li1.4Al0.4Ti0.6(PO4)3
397,Li1.05Cr0.05Ti0.95(PO4)3,1.80E-04,1,0.33,167.0,,Li1.05Cr0.05Ti0.95(PO4)3
398,Li1.1Cr0.1Ti0.9(PO4)3,2.60E-04,1,0.32,167.0,,Li1.1Cr0.1Ti0.9(PO4)3
399,Li1.2Cr0.2Ti0.8(PO4)3,4.30E-04,1,0.31,167.0,,Li1.2Cr0.2Ti0.8(PO4)3
400,Li1.3Cr0.3Ti0.7(PO4)3,2.90E-04,1,0.32,167.0,,Li1.3Cr0.3Ti0.7(PO4)3
401,Li1.05Fe0.05Ti0.95(PO4)3,1.30E-04,1,0.34,167.0,,Li1.05Fe0.05Ti0.95(PO4)3
402,Li1.1Fe0.1Ti0.9(PO4)3,6.30E-04,1,0.34,167.0,,Li1.1Fe0.1Ti0.9(PO4)3
403,Li1.2Fe0.2Ti0.8(PO4)3,1.40E-03,1,0.32,167.0,,Li1.2Fe0.2Ti0.8(PO4)3
404,Li1.3Fe0.3Ti0.7(PO4)3,2.30E-03,1,0.31,167.0,,Li1.3Fe0.3Ti0.7(PO4)3
405,Li1.5Fe0.5Ti0.5(PO4)3,2.70E-04,1,0.32,167.0,,Li1.5Fe0.5Ti0.5(PO4)3
406,LiGe2(PO4)3,3.37E-07,1,0.38,167.0,,LiGe2(PO4)3
407,Li1.3Al0.3Ge1.7(PO4)3,1.42E-04,1,0.37,167.0,,Li1.3Al0.3Ge1.7(PO4)3
408,Li1.7Al0.7Ge1.3(PO4)3,2.04E-04,1,,167.0,,Li1.7Al0.7Ge1.3(PO4)3
409,Li1.3Cr0.3Ge1.7(PO4)3,8.87E-05,1,0.39,167.0,,Li1.3Cr0.3Ge1.7(PO4)3
410,Li1.5Cr0.5Ge1.5(PO4)3,1.21E-04,1,0.37,167.0,,Li1.5Cr0.5Ge1.5(PO4)3
411,Li1.7Cr0.7Ge1.3(PO4)3,2.46E-05,1,,167.0,,Li1.7Cr0.7Ge1.3(PO4)3
412,Li1.3Ga0.3Ge1.7(PO4)3,4.47E-05,1,0.38,167.0,,Li1.3Ga0.3Ge1.7(PO4)3
413,Li1.5Ga0.5Ge1.5(PO4)3,2.01E-05,1,,167.0,,Li1.5Ga0.5Ge1.5(PO4)3
414,Li1.3Fe0.3Ge1.7(PO4)3,2.99E-05,1,0.39,167.0,,Li1.3Fe0.3Ge1.7(PO4)3
415,Li1.5Fe0.5Ge1.5(PO4)3,2.56E-05,1,,167.0,,Li1.5Fe0.5Ge1.5(PO4)3
416,Li1.3Sc0.3Ge1.7(PO4)3,5.59E-05,1,,167.0,,Li1.3Sc0.3Ge1.7(PO4)3
417,Li1.3In0.3Ge1.7(PO4)3,9.22E-06,1,,167.0,,Li1.3In0.3Ge1.7(PO4)3
418,Li1.5In0.5Ge1.5(PO4)3,5.81E-06,1,,167.0,,Li1.5In0.5Ge1.5(PO4)3
419,Li1.5Al0.5Ge1.5(PO4)3,2.86E-04,1,0.38,167.0,263764.0,Li1.5Al0.5Ge1.5(PO4)3
420,LiIO3,1.90E-07,1,,173.0,35473.0,LiIO3
421,Li9Mg3(PO4)4F3,<1E-10,1,0.835,173.0,426103.0,Li9Mg3(PO4)4F3
422,Pb6.12Ca1.9Li1.96(PO4)6,<1E-10,1,1.05,176.0,59615.0,Pb6.12Ca1.9Li1.96(PO4)6
423,LiNdSiO4,<1E-10,1,,176.0,,LiNdSiO4
424,LiDySiO4,<1E-10,1,,176.0,,LiDySiO4
425,Li2La8Si6O25,<1E-10,1,,176.0,,Li2La8Si6O25
426,Li3La7Si6O24,<1E-10,1,,176.0,,Li3La7Si6O24
427,Li0.284Sm4.512Si3O12.91,<1E-10,1,,176.0,83279.0,Li0.284Sm4.512Si3O12.91
428,LiLa9Si6O26,<1E-10,1,,176.0,291218.0,LiLa9Si6O26
429,LiEu9Si6O26,<1E-10,1,,176.0,291220.0,LiEu9Si6O26
430,LiAlSiO4,2.00E-09,1,0.68,181.0,55665.0,LiAlSiO4
431,Li3(NH2)2I,1.00E-05,1,0.58,186.0,167528.0,Li3(NH2)2I
432,Ba3LiTa5ZrSi4O26,<1E-10,1,0.79,189.0,239277.0,Ba3LiTa5ZrSi4O26
433,Li3N,1.20E-03,1,0.25,191.0,26540.0,Li3N
434,Li3N,3.00E-04,1,0.26,191.0,156894.0,Li3N
435,Fe2Na2K(Li3Si12O30),<1E-10,1,1.22,192.0,235750.0,Fe2Na2K(Li3Si12O30)
436,Li3P,7.03E-04,1,0.18,194.0,642223.0,Li3P
437,Li5.5K0.25La2.75Nb2O12,3.19E-03,1,0.49,199.0,,Li5.5K0.25La2.75Nb2O12
438,Li5.5La3Nb1.75In0.25O12,8.07E-03,1,0.49,199.0,,Li5.5La3Nb1.75In0.25O12
439,Li6BaLa2Nb2O12,6.00E-06,1,0.44,199.0,,Li6BaLa2Nb2O12
440,Li5La3Nb2O12,8.00E-06,1,0.43,199.0,54865.0,Li5La3Nb2O12
441,(K0.1Li0.9)(SbO3),1.36E-08,1,,201.0,200984.0,(K0.1Li0.9)(SbO3)
442,Li8GeP4,1.80E-05,1,0.435,205.0,235184.0,Li8GeP4
443,Li8SiP4,4.50E-05,1,0.404,205.0,235186.0,Li8SiP4
444,Li3AlN2,5.00E-08,1,0.45,206.0,257464.0,Li3AlN2
445,Li2MgTi3O8,<1E-10,1,0.71,212.0,86165.0,Li2MgTi3O8
446,Li2CoTi3O8,<1E-10,1,1.33,212.0,86166.0,Li2CoTi3O8
447,Li2CoGe3O8,<1E-10,1,1.49,212.0,86167.0,Li2CoGe3O8
448,Li2ZnGe3O8,<1E-10,1,2.14,212.0,86169.0,Li2ZnGe3O8
449,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,6.56E-10,1,0.685,212.0,168144.0,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4
450,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,1.53E-11,1,0.786,212.0,168145.0,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4
451,Li5NI2,4.00E-06,1,,216.0,16800.0,Li5NI2
452,Li2VCl4,6.95E-06,1,,216.0,74959.0,Li2VCl4
453,Li6PS5Cl0.25Br0.75,1.86E-03,1,0.328,216.0,,Li6PS5Cl0.25Br0.75
454,Li6PS5Cl,2.05E-03,1,0.452,216.0,259200.0,Li6PS5Cl
455,Li6PS5Cl0.5Br0.5,3.33E-03,1,0.367,216.0,259201.0,Li6PS5Cl0.5Br0.5
456,Li6PS5Br,1.15E-03,1,0.303,216.0,259202.0,Li6PS5Br
457,Li6PS5Br0.5I0.5,2.62E-05,1,0.312,216.0,259203.0,Li6PS5Br0.5I0.5
458,Li6PS5I,1.30E-06,1,0.383,216.0,259204.0,Li6PS5I
459,Li6PS5Cl0.75Br0.25,2.26E-03,1,0.408,216.0,259206.0,Li6PS5Cl0.75Br0.25
460,Li6PS5Br0.75I0.25,1.12E-04,1,0.321,216.0,259209.0,Li6PS5Br0.75I0.25
461,Li6PS5Br0.25I0.75,4.72E-06,1,0.351,216.0,259211.0,Li6PS5Br0.25I0.75
462,Li6PS5Br,7.01E-04,1,0.194,216.0,234584.0,Li6PS5Br
463,Li6.025P0.975Si0.025S5Br,8.78E-04,1,0.196,216.0,234585.0,Li6.025P0.975Si0.025S5Br
464,Li6.05P0.95Si0.05S5Br,4.37E-04,1,0.173,216.0,234586.0,Li6.05P0.95Si0.05S5Br
465,Li6.075P0.925Si0.075S5Br,8.73E-04,1,0.178,216.0,234587.0,Li6.075P0.925Si0.075S5Br
466,Li6.1P0.95Si0.1S5Br,7.99E-04,1,0.22,216.0,234588.0,Li6.1P0.95Si0.1S5Br
467,Li6.125P0.875Si0.125S5Br,9.02E-04,1,0.189,216.0,234589.0,Li6.125P0.875Si0.125S5Br
468,Li6.175P0.825Si0.175S5Br,9.31E-04,1,0.142,216.0,234591.0,Li6.175P0.825Si0.175S5Br
469,Li6.2P0.8Si0.2S5Br,1.69E-03,1,0.25,216.0,234592.0,Li6.2P0.8Si0.2S5Br
470,Li6.225P0.775Si0.225S5Br,1.08E-03,1,0.248,216.0,234593.0,Li6.225P0.775Si0.225S5Br
471,Li6.25P0.75Si0.25S5Br,1.41E-03,1,0.223,216.0,234594.0,Li6.25P0.75Si0.25S5Br
472,Li6.3P0.7Si0.3S5Br,1.65E-03,1,0.236,216.0,234595.0,Li6.3P0.7Si0.3S5Br
473,Li6.35P0.65Si0.35S5Br,2.34E-03,1,0.142,216.0,234596.0,Li6.35P0.65Si0.35S5Br
474,Li6.5P0.5Si0.5S5Br,2.19E-03,1,0.27,216.0,234597.0,Li6.5P0.5Si0.5S5Br
475,Li7Ge3PS12,1.10E-04,1,0.259,216.0,258187.0,Li7Ge3PS12
476,Li6B0.9PH3.6S4.9,1.80E-03,1,0.166,216.0,264526.0,Li6B0.9PH3.6S4.9
477,Li6PS5Cl,1.30E-03,1,0.33,216.0,,Li6PS5Cl
478,Li6PS5Br,2.77E-03,1,0.31,216.0,267193.0,Li6PS5Br
479,Li6P(S4.9Se0.1)Br,3.20E-03,1,0.33,216.0,267194.0,Li6P(S4.9Se0.1)Br
480,Li6P(S4.8Se0.2)Br,3.92E-03,1,0.34,216.0,267195.0,Li6P(S4.8Se0.2)Br
481,Li6P(S4.7Se0.3)Br,3.62E-03,1,0.33,216.0,267196.0,Li6P(S4.7Se0.3)Br
482,Li6P(S4.6Se0.4)Br,3.64E-03,1,0.33,216.0,267197.0,Li6P(S4.6Se0.4)Br
483,Li6P(S4.5Se0.5)Br,2.68E-03,1,0.34,216.0,267198.0,Li6P(S4.5Se0.5)Br
484,Li6P(S4.4Se0.6)Br,2.78E-03,1,0.34,216.0,267199.0,Li6P(S4.4Se0.6)Br
485,Li6P(S4.3Se0.7)Br,3.01E-03,1,0.35,216.0,267200.0,Li6P(S4.3Se0.7)Br
486,Li6P(S4.2Se0.8)Br,3.48E-03,1,0.34,216.0,267201.0,Li6P(S4.2Se0.8)Br
487,Li6P(S4.1Se0.9)Br,3.82E-03,1,0.34,216.0,267202.0,Li6P(S4.1Se0.9)Br
488,Li6P(S4Se)Br,3.61E-03,1,0.34,216.0,267203.0,Li6P(S4Se)Br
489,Li6PO5Cl,5.54E-10,1,0.66,216.0,421479.0,Li6PO5Cl
490,Li6PS5Br,3.20E-05,1,0.32,216.0,234598.0,Li6PS5Br
491,Li6PS5Cl,3.30E-05,1,0.38,216.0,259205.0,Li6PS5Cl
492,Li6PS5I,2.20E-04,1,0.26,216.0,259212.0,Li6PS5I
493,Li6PS5I,1.26E-06,1,0.38,216.0,,Li6PS5I
494,Li6P0.92Ge0.08S5I,9.02E-06,1,0.39,216.0,,Li6P0.92Ge0.08S5I
495,Li6P0.85Ge0.15S5I,3.99E-05,1,0.36,216.0,,Li6P0.85Ge0.15S5I
496,Li6P0.75Ge0.25S5I,3.26E-05,1,0.36,216.0,,Li6P0.75Ge0.25S5I
497,Li6P0.74Ge0.26S5I,1.51E-04,1,0.3,216.0,,Li6P0.74Ge0.26S5I
498,Li6P0.64Ge0.36S5I,6.58E-04,1,0.24,216.0,,Li6P0.64Ge0.36S5I
499,Li6P0.53Ge0.47S5I,1.52E-03,1,0.24,216.0,,Li6P0.53Ge0.47S5I
500,Li6P0.48Ge0.52S5I,1.83E-03,1,0.23,216.0,,Li6P0.48Ge0.52S5I
501,Li6P0.31Ge0.69S5I,5.16E-03,1,0.24,216.0,,Li6P0.31Ge0.69S5I
502,Li6P0.21Ge0.79S5I,5.41E-03,1,0.25,216.0,,Li6P0.21Ge0.79S5I
503,Li6PS5Cl,1.31E-06,1,0.38,216.0,,Li6PS5Cl
504,Li6PS5Br,2.41E-05,1,0.16,216.0,259208.0,Li6PS5Br
505,Li6PS5I,4.10E-07,1,0.32,216.0,418489.0,Li6PS5I
506,Li6PS5I,9.24E-05,1,,216.0,,Li6PS5I
507,Li6.1P0.9Sn0.1S5I,1.61E-04,1,,216.0,,Li6.1P0.9Sn0.1S5I
508,Li6.2P0.8Sn0.2S5I,2.32E-04,1,,216.0,,Li6.2P0.8Sn0.2S5I
509,Li6.25P0.75Sn0.25S5I,2.92E-04,1,,216.0,,Li6.25P0.75Sn0.25S5I
510,Li6.3P0.7Sn0.3S5I,3.06E-04,1,,216.0,,Li6.3P0.7Sn0.3S5I
511,Li6.5P0.5Sn0.5S5I,2.35E-04,1,,216.0,,Li6.5P0.5Sn0.5S5I
512,Li6.4P0.6Ge0.4S5I,2.51E-04,1,,216.0,,Li6.4P0.6Ge0.4S5I
513,Li6.45P0.55Ge0.45S5I,3.65E-04,1,,216.0,,Li6.45P0.55Ge0.45S5I
514,Li6.5P0.5Ge0.5S5I,5.42E-04,1,,216.0,,Li6.5P0.5Ge0.5S5I
515,Li6.55P0.45Ge0.55S5I,4.11E-04,1,,216.0,,Li6.55P0.45Ge0.55S5I
516,Li6.6P0.4Ge0.6S5I,2.74E-04,1,,216.0,,Li6.6P0.4Ge0.6S5I
517,Li6.8P0.2Ge0.8S5I,5.21E-05,1,,216.0,,Li6.8P0.2Ge0.8S5I
518,LiCe(BH4)3Cl,1.03E-04,1,,217.0,185218.0,LiCe(BH4)3Cl
519,Li7PN4,1.60E-07,1,0.4,218.0,69017.0,Li7PN4
520,Li8GeP4,8.60E-05,1,0.394,218.0,235185.0,Li8.0Ge1P4.0
521,Li4B7O12Cl,2.40E-05,1,,219.0,1125.0,Li4B7O12Cl
522,Fe0.16La2.95Li5.68Zr2O12,9.35E-04,1,0.29,220.0,431391.0,Fe0.16La2.95Li5.68Zr2O12
523,Fe0.19La2.95Li5.57Zr2O12,1.38E-03,1,0.28,220.0,431392.0,Fe0.19La2.95Li5.57Zr2O12
524,Li3ClO,2.50E-02,1,,221.0,,Li3ClO
525,Li2.99Ba0.005Cl0.5I0.5,2.50E-03,1,0.06,221.0,,Li2.99Ba0.005Cl0.5I0.5
526,Li0.31La0.63((Ti0.9Co0.1)O3,2.60E-04,1,,221.0,151533.0,Li0.31La0.63((Ti0.9Co0.1)O3
527,(La0.49Li0.461Sr0.049)(TiO3),0.000709,1,0.33,221.0,190825.0,La0.49Li0.461Sr0.049Ti1O3.0
528,(La0.46Li0.429Sr0.111)(TiO3),0.000197,1,0.33,221.0,190826.0,La0.46Li0.429Sr0.111Ti1O3.0
529,(La0.402Li0.368Sr0.230)(TiO3),2.87E-05,1,0.36,221.0,190827.0,La0.402Li0.368Sr0.23Ti1O3.0
530,Li2(OH)0.9F0.1Cl,3.86E-05,1,0.52,221.0,,Li2(OH)0.9F0.1Cl
531,Li2(OH)Br,1.20E-06,1,0.75,221.0,200874.0,Li2(OH)Br
532,Li9NS3,8.30E-07,1,0.52,221.0,240749.0,Li9NS3
533,(La0.55Li0.45)(Ti0.9Al0.1)O3,1.51E-03,1,,221.0,254045.0,(La0.55Li0.45)(Ti0.9Al0.1)O3
534,(La0.6Li0.4)(Ti0.8Al0.2)O3,5.68E-04,1,,221.0,254046.0,(La0.6Li0.4)(Ti0.8Al0.2)O3
535,(La0.65Li0.35)(Ti0.7Al0.3)O3,1.61E-04,1,,221.0,254047.0,(La0.65Li0.35)(Ti0.7Al0.3)O3
536,(La0.7Li0.3)(Ti0.6Al0.4)O3,1.04E-07,1,,221.0,254048.0,(La0.7Li0.3)(Ti0.6Al0.4)O3
537,(Li0.16Sr0.69)(Ga0.25Ta0.75)O3,3.69E-06,1,0.359,221.0,291520.0,(Li0.16Sr0.69)(Ga0.25Ta0.75)O3
538,Li0.375Sr0.4375Zr0.25Ta0.75O3,2.00E-04,1,0.26,221.0,,Li0.375Sr0.4375Zr0.25Ta0.75O3
539,Li0.25Sr0.625Ta0.5Zr0.5O3,3.34E-07,1,0.42,221.0,,Li0.25Sr0.625Ta0.5Zr0.5O3
540,Li0.375Sr0.4375Hf0.25Ta0.75O3,3.80E-04,1,0.36,221.0,,Li0.375Sr0.4375Hf0.25Ta0.75O3
541,Li0.375Sr0.4375Zr0.25Nb0.75O3,2.00E-05,1,0.26,221.0,,Li0.375Sr0.4375Zr0.25Nb0.75O3
542,Li0.25Sr0.625Zr0.5Nb0.5O3,2.75E-07,1,0.36,221.0,,Li0.25Sr0.625Zr0.5Nb0.5O3
543,Li2.99Ba0.005ClO,2.50E-02,1,0.13,221.0,,Li2.99Ba0.005ClO
544,Li2.99Ba0.005Cl0.5I0.5O,3.37E-03,1,,221.0,,Li2.99Ba0.005Cl0.5I0.5O
545,Sm0.5Li0.42TiO2.96,3.93E-10,1,0.58,221.0,,Sm0.5Li0.42TiO2.96
546,La0.52Li0.35TiO2.96,9.11E-04,1,0.32,221.0,,La0.52Li0.35TiO2.96
547,La0.61Li0.15TiO3,2.06E-04,1,,221.0,,La0.61Li0.15TiO3
548,La0.58Li0.24TiO3,7.22E-04,1,,221.0,,La0.58Li0.24TiO3
549,La0.55Li0.33TiO3,1.58E-03,1,,221.0,,La0.55Li0.33TiO3
550,La0.54Li0.36TiO3,9.79E-03,1,,221.0,,La0.54Li0.36TiO3
551,La0.52Li0.42TiO3,7.21E-04,1,,221.0,,La0.52Li0.42TiO3
552,La0.6Sr0.06Li0.06TiO3,1.13E-05,1,0.37,221.0,,La0.6Sr0.06Li0.06TiO3
553,La0.56Sr0.1Li0.1TiO3,1.37E-05,1,0.37,221.0,,La0.56Sr0.1Li0.1TiO3
554,La0.51Sr0.15Li0.15TiO3,5.30E-05,1,0.38,221.0,,La0.51Sr0.15Li0.15TiO3
555,La0.41Sr0.25Li0.25TiO3,7.64E-05,1,0.35,221.0,,La0.41Sr0.25Li0.25TiO3
556,La0.385Sr0.275Li0.275TiO3,6.04E-05,1,0.37,221.0,,La0.385Sr0.275Li0.275TiO3
557,La0.36Sr0.3Li0.3TiO3,1.92E-05,1,0.35,221.0,,La0.36Sr0.3Li0.3TiO3
558,La0.61Li0.18TiO3,2.09E-04,1,,221.0,,La0.61Li0.18TiO3
559,La0.58Li0.27TiO3,8.32E-04,1,,221.0,,La0.58Li0.27TiO3
560,La0.56Li0.33TiO3,1.30E-03,1,,221.0,,La0.56Li0.33TiO3
561,La0.55Li0.36TiO3,1.54E-03,1,0.33,221.0,,La0.55Li0.36TiO3
562,La0.54Li0.39TiO3,1.25E-03,1,,221.0,,La0.54Li0.39TiO3
563,La0.52Li0.45TiO3,7.85E-04,1,,221.0,,La0.52Li0.45TiO3
564,La0.51Li0.34TiO2.94,7.00E-05,1,0.36,221.0,,La0.51Li0.34TiO2.94
565,Li3OBr,1.10E-06,1,0.74,221.0,67265.0,Li3OBr
566,Li7.2N1.6Cl2.4,8.40E-07,1,0.49,225.0,49646.0,Li7.2N1.6Cl2.4
567,Li6NI3,3.70E-06,1,,225.0,83380.0,Li6NI3
568,Li0.19La0.67(Ti0.9Co0.1)O3,1.08E-04,1,,225.0,151535.0,Li0.19La0.67(Ti0.9Co0.1)O3
569,Li6NBr3,1.00E-08,1,0.69,225.0,84091.0,Li6NBr3
570,LiI,1.00E-07,1,,225.0,414244.0,LiI
571,Li(Li0.34Ti1.66)O4,6.03E-08,1,0.506,227.0,168137.0,Li(Li0.34Ti1.66)O4
572,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,1.73E-08,1,0.564,227.0,168139.0,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4
573,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,4.24E-09,1,0.615,227.0,168141.0,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4
574,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,1.51E-09,1,0.639,227.0,168142.0,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4
575,Li2MnCl4,4.79E-06,1,,227.0,69678.0,Li2MnCl4
576,Li2MgCl4,6.24E-07,1,,227.0,74957.0,Li2MgCl4
577,Li1.9Mn0.9Ga0.1Cl4,2.37E-07,1,,227.0,50305.0,Li1.9Mn0.9Ga0.1Cl4
578,Li1.65Mn0.65In0.35Cl4,9.90E-08,1,,227.0,50306.0,Li1.65Mn0.65In0.35Cl4
579,LiCdCl4,5.80E-07,1,0.44,227.0,74958.0,LiCdCl4
580,LiSrNb2O6F,<1E-10,1,0.604,227.0,236009.0,LiSrNb2O6F
581,LiSrTa2O6F,<1E-10,1,0.604,227.0,236010.0,LiSrTa2O6F
582,LiSr0.9Nb2O6F0.8,<1E-10,1,0.709,227.0,236011.0,LiSr0.9Nb2O6F0.8
583,LiSr0.9Ta2O6F0.8,<1E-10,1,0.76,227.0,236012.0,LiSr0.9Ta2O6F0.8
584,Li1.1SrNb1.9Zr0.1O6F,<1E-10,1,0.622,227.0,236013.0,Li1.1SrNb1.9Zr0.1O6F
585,Li1.1SrTa1.9Zr0.1O6F,<1E-10,1,0.693,227.0,236014.0,Li1.1SrTa1.9Zr0.1O6F
586,Li6SrLa2Nb2O12,4.20E-06,1,0.5,230.0,157628.0,Li6SrLa2Nb2O12
587,Li6CaLa2Nb2O12,1.60E-06,1,0.55,230.0,161386.0,Li6CaLa2Nb2O12
588,Li5.25Ba0.25La2.75Ta2O12,6.03E-06,1,0.479,230.0,,Li5.25Ba0.25La2.75Ta2O12
589,Li5.5Ba0.5La2.5Ta2O12,1.35E-05,1,0.455,230.0,,Li5.5Ba0.5La2.5Ta2O12
590,Li6.25Ba1.25La1.75Ta2O12,5.05E-05,1,0.395,230.0,,Li6.25Ba1.25La1.75Ta2O12
591,Li6.5Ba1.5La1.5Ta2O12,3.20E-05,1,0.402,230.0,,Li6.5Ba1.5La1.5Ta2O12
592,Li6.75Ba1.75La1.25Ta2O12,1.25E-05,1,0.418,230.0,,Li6.75Ba1.75La1.25Ta2O12
593,Li7Ba2LaTa2O12,3.00E-06,1,0.442,230.0,,Li7Ba2LaTa2O12
594,Li5La3Ta2O12,4.33E-06,1,0.5,230.0,154400.0,Li5La3Ta2O12
595,Li6BaLa2Ta2O12,3.02E-05,1,0.419,230.0,237201.0,Li6BaLa2Ta2O12
596,Li7La3Zr1.89Al0.15O12,3.40E-04,1,0.334,230.0,,Li7La3Zr1.89Al0.15O12
597,Li7.06La3Y0.06Zr1.94O12,9.56E-04,1,0.26,230.0,,Li7.06La3Y0.06Zr1.94O12
598,Li6.25La3Zr2Ga0.25O12,3.50E-04,1,,230.0,,Li6.25La3Zr2Ga0.25O12
599,Li7La3Zr2O12,1.20E-04,1,,230.0,,Li7La3Zr2O12
600,Li6.8La3Zr1.8Ta0.2O12,2.80E-04,1,,230.0,,Li6.8La3Zr1.8Ta0.2O12
601,Li6.6La3Zr1.6Ta0.4O12,7.30E-04,1,,230.0,,Li6.6La3Zr1.6Ta0.4O12
602,Li6.5La3Zr1.5Ta0.5O12,9.20E-04,1,,230.0,,Li6.5La3Zr1.5Ta0.5O12
603,Li6.4La3Zr1.4Ta0.6O12,1.00E-03,1,0.35,230.0,,Li6.4La3Zr1.4Ta0.6O12
604,Li6.2La3Zr1.2Ta0.8O12,3.20E-04,1,,230.0,,Li6.2La3Zr1.2Ta0.8O12
605,Li6La3ZrTaO12,1.60E-04,1,,230.0,,Li6La3ZrTaO12
606,Li7La3Zr2O12,1.20E-04,1,,230.0,,Li7La3Zr2O12
607,Li6.8La3Zr1.8Ta0.2O12,2.80E-04,1,,230.0,,Li6.8La3Zr1.8Ta0.2O12
608,Li6.6La3Zr1.6Ta0.4O12,7.30E-04,1,,230.0,,Li6.6La3Zr1.6Ta0.4O12
609,Li6.5La3Zr1.5Ta0.5O12,9.20E-04,1,,230.0,,Li6.5La3Zr1.5Ta0.5O12
610,Li6.4La3Zr1.4Ta0.6O12,1.00E-03,1,0.35,230.0,,Li6.4La3Zr1.4Ta0.6O12
611,Li6.2La3Zr1.2Ta0.8O12,3.20E-04,1,,230.0,,Li6.2La3Zr1.2Ta0.8O12
612,Li6La3ZrTaO12,1.60E-04,1,,230.0,,Li6La3ZrTaO12
613,Li6.8La3Zr1.8Ta0.2O12,7.80E-04,1,,230.0,,Li6.8La3Zr1.8Ta0.2O12
614,Li6.75La3Zr1.75Ta0.25O12,8.80E-04,1,,230.0,,Li6.75La3Zr1.75Ta0.25O12
615,Li6.65La3Zr1.65Ta0.35O12,7.70E-04,1,,230.0,,Li6.65La3Zr1.65Ta0.35O12
616,Li6.6La3Zr1.6Ta0.4O12,7.20E-04,1,,230.0,,Li6.6La3Zr1.6Ta0.4O12
617,Li6.55La3Zr1.55Ta0.45O12,6.90E-04,1,,230.0,,Li6.55La3Zr1.55Ta0.45O12
618,Li6La3ZrTaO12,4.40E-04,1,,230.0,,Li6La3ZrTaO12
619,Li5La3Ta2O12,1.60E-04,1,,230.0,,Li5La3Ta2O12
620,Li6.7La3Zr1.7Ta0.3O12,9.60E-04,1,0.37,230.0,,Li6.7La3Zr1.7Ta0.3O12
621,Li6.5La3Zr1.5Ta0.5O12,6.70E-04,1,,230.0,183686.0,Li6.5La3Zr1.5Ta0.5O12
622,Li6.05Ga0.25La3Zr2O11.8F0.2,1.28E-03,1,0.28,230.0,,Li6.05Ga0.25La3Zr2O11.8F0.2
623,Li5.72Al0.26La3Zr1.5W0.25O12,4.90E-04,1,0.35,230.0,,Li5.72Al0.26La3Zr1.5W0.25O12
624,Li6.8La3Zr1.9Mo0.1O12,8.00E-05,1,0.46,230.0,,Li6.8La3Zr1.9Mo0.1O12
625,Li6.6La3Zr1.8Mo0.2O12,3.11E-04,1,0.48,230.0,,Li6.6La3Zr1.8Mo0.2O12
