ionA ionB gAB
Ag:3+ Ir:6+ 0.5551634333381645
Ir:4+ V:2+ 0.5548284040748107
Co:2+ Ga:3+ 0.5540772553229227
Bk:3+ Ni:3+ 0.5539662883975073
Re:4+ U:4+ 0.5537649223792597
As:3+ In:3+ 0.5535198736550975
Dy:2+ Pb:2+ 0.5529384608802015
N:3- Y:3+ 0.5524087738750935
Co:4+ Te:6+ 0.5522955664244206
S:2- Th:4+ 0.5520701528330255
Pb:4+ U:4+ 0.5520515538904883
Cu:2+ Ni:3+ 0.5520424109584169
Bi:3+ Co:3+ 0.5519075468556708
Ag:3+ V:3+ 0.5518169413836626
Tb:3+ Y:2+ 0.5517910872663675
Eu:3+ Ir:6+ 0.5514833301844
Pu:3+ Sm:3+ 0.5508090406402989
Ta:4+ Tc:4+ 0.5503939618870433
Hf:4+ Se:4+ 0.5503616048452398
Am:4+ Sn:2+ 0.5501198546186886
Pa:4+ Sn:2+ 0.5497095579040111
Ca:2+ Ir:6+ 0.5494186857222312
Dy:2+ I:5+ 0.5493776514803815
Np:4+ Pt:4+ 0.5492550794061132
Ag:3+ Re:7+ 0.5489412559429832
La:3+ Zr:4+ 0.5489016885712098
Hf:4+ Np:4+ 0.5488601186832798
Dy:2+ Y:2+ 0.5488169204021597
Rb:1+ Th:4+ 0.5486830122627613
In:1+ U:4+ 0.5486046962814102
K:1+ Ta:5+ 0.5484405585195746
Ce:4+ Np:4+ 0.5481927248684992
Np:4+ Pb:4+ 0.5480866364320977
Cr:3+ Rb:1+ 0.5479646551176789
Eu:2+ Sb:3+ 0.5476707583869224
N:3- Ti:3+ 0.5472322499965131
Ce:4+ Ge:4+ 0.547089033676957
Hg:2+ Np:4+ 0.5465462686775239
Cr:2+ Te:4+ 0.5465134796113441
Bk:4+ Mn:4+ 0.5462021982157087
Cr:3+ Te:4+ 0.5461141389800623
Cu:3+ U:5+ 0.5458897026446026
I:1- Se:2- 0.5455430988932775
Al:3+ U:4+ 0.5454908630187166
Al:3+ Yb:2+ 0.5453589322518717
Cu:3+ Tb:4+ 0.5452770610527444
Li:1+ Mo:5+ 0.5451990909793085
Ga:3+ Sn:2+ 0.5450456621447902
Ir:6+ U:3+ 0.5449197773453652
Ce:3+ Rh:3+ 0.5448923683561505
Al:3+ Sn:2+ 0.5446708743990296
Os:4+ Ru:4+ 0.5445069722041287
Ir:6+ Mo:5+ 0.5438973138275737
Au:3+ U:5+ 0.5438163391324008
W:5+ Yb:2+ 0.5436183382647635
Ti:3+ Y:3+ 0.5435211565125413
Rh:3+ Zr:3+ 0.5434575045098744
Bi:3+ Rb:1+ 0.5433953663478885
Sn:2+ W:5+ 0.5429324764506962
Bi:3+ U:5+ 0.5429127202857613
Ru:4+ W:6+ 0.5427280895133311
Ni:4+ Ta:4+ 0.5425460267581396
Fe:5+ Ta:5+ 0.542373751541389
Er:3+ Pr:4+ 0.5419673478267781
Sm:3+ Ta:5+ 0.541870888579841
Mn:6+ Mo:6+ 0.541769100143084
Co:2+ Pr:3+ 0.5416575264681927
Te:6+ U:3+ 0.5411966143002727
Ru:4+ V:2+ 0.541167181761749
Au:3+ Pr:4+ 0.5411020523387443
Am:3+ Gd:3+ 0.5411006954957214
Ce:4+ Gd:3+ 0.5410600598487676
Ag:1+ Ni:2+ 0.5409097462634653
Mo:5+ V:3+ 0.5406511714644382
Cu:2+ Ti:4+ 0.5403810870350524
Cm:3+ Eu:3+ 0.5399883011174047
Ho:3+ Re:6+ 0.5398004814727293
Ge:2+ Sn:2+ 0.5397275463310569
Cr:2+ Sn:2+ 0.539485717293624
Cr:3+ Sm:3+ 0.5394215298999028
Dy:2+ Ho:2+ 0.5389896710398654
Re:7+ U:3+ 0.5388447388197811
Mo:6+ Zr:4+ 0.538722018935018
Ir:5+ La:3+ 0.5383546747150851
Cr:4+ Fe:4+ 0.5381258090056636
Hg:2+ U:4+ 0.5381014085799087
Rh:2+ Te:4+ 0.5379974764661658
Tm:3+ Yb:2+ 0.5379324541518314
Mo:5+ Re:7+ 0.537709986716781
K:1+ Re:5+ 0.5369949160724243
Fe:2+ Ga:3+ 0.5368840565904611
Ce:3+ Hf:4+ 0.5367980488919695
Sc:2+ Ta:4+ 0.5367773176104033
Cs:1+ I:5+ 0.5359713764225519
Cu:3+ Sc:3+ 0.5358757522930958
Cd:2+ Se:6+ 0.5355813532049865
Bk:3+ Ir:6+ 0.5354753697687833
Fe:4+ V:4+ 0.5354087963856545
Re:4+ Ta:4+ 0.5349206068051157
Dy:2+ Nb:4+ 0.534732979985241
As:3+ Cr:3+ 0.5344246821413144
Cu:1+ Si:4+ 0.5340753656994369
Hf:4+ Ta:4+ 0.5340234496300564
Ce:3+ Fe:3+ 0.5339971086905911
Se:2- Th:4+ 0.5338795694975763
Co:2+ K:1+ 0.5338103009101788
P:3+ P:4+ 0.5337955897214828
Co:4+ Ru:6+ 0.5334580062720877
Pd:3+ Sn:2+ 0.5334072338413789
Rh:4+ Th:4+ 0.5333385167823884
Ce:4+ Ta:4+ 0.5332780979645313
Sm:3+ Zn:2+ 0.5331589690580907
Pr:4+ V:4+ 0.5327674521383446
Am:3+ Zr:4+ 0.5324357517230948
Pr:2+ Tb:3+ 0.5324169260500123
Mg:2+ U:3+ 0.5323457991173802
Hg:2+ Ta:4+ 0.5316764367492792
I:7+ Yb:3+ 0.531483073893473
Pt:4+ U:5+ 0.531362537401514
Mg:2+ Mo:5+ 0.5313469288596356
Sm:2+ W:5+ 0.531279760533525
Bi:5+ U:6+ 0.5311872168054045
Rh:2+ Sn:2+ 0.5311588915583682
Hf:4+ U:5+ 0.5310654065931072
Fe:4+ Pb:4+ 0.53037632141159
Co:4+ Fe:6+ 0.5302612443395188
Pb:4+ U:5+ 0.5302321576439828
Ho:2+ Yb:2+ 0.5302286993592612
Bk:3+ Re:7+ 0.5293732623679037
Co:4+ Cr:4+ 0.5292591928140203
Pr:4+ Pt:4+ 0.5286998357072077
K:1+ Sn:2+ 0.5282297818551343
Sm:2+ V:3+ 0.5281748004409116
Ba:2+ Sn:2+ 0.5281245835822088
As:3+ Lu:3+ 0.5278651953824272
Au:3+ Y:3+ 0.5275842241365897
Tm:2+ W:5+ 0.5273790140033218
Mn:2+ Sm:3+ 0.5262543443566832
Am:4+ V:3+ 0.5261127961834331
Pa:4+ V:3+ 0.5259565061516033
Cr:2+ Ti:4+ 0.525737281609111
Pb:2+ Y:3+ 0.5255251571376311
In:3+ Pr:3+ 0.5252923233276936
Co:4+ Sc:2+ 0.5251933710407435
Cr:6+ Tm:3+ 0.5245474951951794
Hf:4+ Ni:2+ 0.5244027970628413
Tm:2+ V:3+ 0.5243859890979821
Au:3+ U:3+ 0.5242027939488247
Er:3+ Yb:2+ 0.5238739189505702
Dy:2+ V:4+ 0.5234587872384311
As:3+ Ho:3+ 0.5233315376550904
Mo:3+ Rb:1+ 0.5232493467653155
Au:3+ Mo:5+ 0.5232296673567475
La:3+ Ni:3+ 0.522960237197556
Pb:2+ W:5+ 0.5229470297505279
Lu:3+ Os:7+ 0.5229361333756624
N:5+ Ru:4+ 0.5227116334902465
Cr:2+ Mo:4+ 0.5223348436815779
Bi:3+ Yb:2+ 0.5221684188855876
Li:1+ Th:4+ 0.5221587391314797
Ce:4+ Co:4+ 0.5217801019564067
Dy:3+ Hg:2+ 0.5214855394964139
B:3+ Y:3+ 0.5213448647435441
Pr:2+ Yb:2+ 0.5209709542444502
Al:3+ Cd:2+ 0.5209593254654445
Ag:3+ Ce:4+ 0.5208746865975119
Pd:2+ Th:4+ 0.5206800141939728
Bi:5+ In:3+ 0.5205710092956761
Au:3+ Ti:3+ 0.5201423455630992
Co:4+ Hg:2+ 0.5201141430435523
Si:4+ V:3+ 0.5199626009543888
As:3+ Na:1+ 0.5196640696823519
Ir:6+ V:3+ 0.5193562957792661
Dy:3+ U:6+ 0.5189202810235923
Dy:2+ Pb:4+ 0.518445305588912
Bi:5+ Yb:3+ 0.5184171358290477
K:1+ U:5+ 0.5183513180610274
P:5+ Pt:4+ 0.5181948626477927
Ba:2+ Ce:3+ 0.5176937345097663
Cs:1+ Lu:3+ 0.517060854487862
Co:3+ Yb:2+ 0.5169511246770278
Ir:6+ Re:7+ 0.5164534829915345
Se:4+ Zn:2+ 0.5162995045508922
Cr:2+ I:5+ 0.5160465167176704
V:4+ V:5+ 0.5160020816374659
Fe:2+ Ta:4+ 0.5157633574833231
Ru:4+ Si:4+ 0.5155993267614352
Fe:4+ N:5+ 0.5154490729005811
As:3+ Tb:3+ 0.5154413724313456
Gd:3+ Ni:2+ 0.515387709579778
Ca:2+ Pb:4+ 0.5153746875133408
Ag:1+ Co:2+ 0.515254443170741
Au:3+ Bk:3+ 0.5151638103862753
Mo:5+ V:4+ 0.5151291436969405
Pb:2+ Pr:3+ 0.5150265215676616
Ir:4+ Nd:3+ 0.5146249695232882
Sn:2+ V:4+ 0.5143314278010734
H:1+ Li:1+ 0.514265185164219
Er:3+ P:5+ 0.5140810086983524
Pu:4+ W:5+ 0.5138629399292306
Cs:1+ Zr:4+ 0.5138182774052779
Tm:3+ Y:2+ 0.5133870056642179
Tl:1+ W:6+ 0.5127495686773278
Am:4+ Nb:4+ 0.5122783841791178
Pt:4+ U:3+ 0.5122749925881537
Nb:4+ Pa:4+ 0.5119731010307306
La:3+ Ti:4+ 0.5119132440609009
As:3+ Eu:3+ 0.5116948450649376
Tl:3+ U:5+ 0.5116226201043665
Au:3+ Co:2+ 0.5114065544740963
Mo:5+ Pt:4+ 0.5114007130414463
Ce:4+ U:3+ 0.5113710896453354
P:5+ Sm:3+ 0.5112753605607194
Hf:4+ Mo:5+ 0.5110380831557095
Ni:4+ Si:4+ 0.5109883994810281
Hg:2+ Li:1+ 0.5107733227458363
Np:3+ Pb:2+ 0.510654366196185
Ce:4+ Se:2- 0.5104810365901966
Co:2+ Sm:3+ 0.5104742478361174
Fe:2+ Pr:4+ 0.5103464501417627
Ce:4+ Mo:5+ 0.5103248128176922
Mo:5+ Pb:4+ 0.5101954400854646
Hf:4+ Sn:2+ 0.5100528456603586
Al:3+ Te:4+ 0.5098320584525077
Pd:4+ Ru:4+ 0.5094920450795574
Ru:5+ U:5+ 0.5092222744193406
Bk:3+ Co:3+ 0.509082495799368
Pr:4+ Tl:3+ 0.5089824836720498
Mo:4+ Tc:4+ 0.5089355761691421
Bi:5+ Ge:4+ 0.5088382010656528
Li:1+ U:6+ 0.5082922722717742
Sm:2+ Sr:2+ 0.508178160615482
Tm:3+ Zr:3+ 0.5079166635238741
Ag:2+ Re:4+ 0.5078169678554201
In:1+ U:3+ 0.5078005178566922
Mn:2+ Tl:1+ 0.507544761571907
Eu:3+ P:5+ 0.5071030529251834
La:3+ Zn:2+ 0.5070919998633341
Ag:2+ Hf:4+ 0.5069956871411285
Pd:2+ U:6+ 0.5068528164086002
Pr:4+ Ru:5+ 0.5066806529287153
Ir:4+ Th:4+ 0.5065348871723832
Ag:2+ Ce:4+ 0.5061716260265581
Ho:2+ Y:2+ 0.5060347673398636
Sm:3+ V:5+ 0.5057220348036825
Th:3+ U:3+ 0.5054644651870717
Hg:2+ Sm:3+ 0.5054502811910793
Ba:2+ I:5+ 0.5052724604085435
Ag:2+ Hg:2+ 0.5046513770893483
Mg:2+ Re:7+ 0.5046120482524931
C:4+ Pr:3+ 0.504261970888216
Dy:2+ N:5+ 0.5037682033009603
Ag:1+ Ag:2+ 0.503626261596663
Sn:2+ Sn:3+ 0.5034305723269625
Sm:2+ V:4+ 0.5032070108830551
Hf:4+ Si:4+ 0.5030988721721974
Pu:4+ Rh:2+ 0.5025588883987666
I:5+ Nb:4+ 0.5025512758575773
Ge:4+ Th:4+ 0.5024531262431943
Rh:4+ U:4+ 0.5020101305460237
Cr:3+ Np:4+ 0.5018697451423015
Eu:3+ Ni:2+ 0.5017910096723102
Cr:2+ Cu:3+ 0.5012963048822964
Ga:3+ Rh:3+ 0.5005748795420125
Ag:1+ Sr:2+ 0.5003353410413799
Ag:3+ Ru:5+ 0.4999967563498144
Co:3+ Eu:3+ 0.4999008584172425
Sn:4+ Ta:4+ 0.4998393129917568
Mo:5+ Os:6+ 0.49973931917422426
Cm:3+ Np:3+ 0.49964570629273997
Au:3+ V:3+ 0.49958121952807016
Au:3+ Cr:2+ 0.4993923131742475
Cu:3+ Tm:3+ 0.4990805911646843
Au:3+ Te:6+ 0.4990720240592521
Re:7+ Sb:5+ 0.4990641068929263
Au:2+ Sn:2+ 0.4989652554928711
Eu:2+ K:1+ 0.49863706738698027
As:5+ Ni:2+ 0.49862082434369465
Dy:3+ Mn:3+ 0.4978930934022964
Ru:6+ Te:6+ 0.49766713319037487
Cl:1- Rb:1+ 0.4976085949664095
Pr:2+ Y:2+ 0.49719944608900296
Au:3+ Re:7+ 0.49689327123979155
Ca:2+ Mn:3+ 0.49688063138569977
Cr:3+ Th:4+ 0.49662425764306406
Nb:5+ Ta:4+ 0.49655139870825754
Ce:4+ Pa:4+ 0.496390366346129
Pt:4+ Tm:2+ 0.4958672275775033
Ir:3+ Zr:3+ 0.4955166826116436
Cr:2+ Ni:4+ 0.4953817959234403
Pb:2+ V:4+ 0.49531458045130977
Ni:4+ Te:6+ 0.49522252483990187
Am:4+ Hg:2+ 0.495115372270292
Mn:4+ Pd:2+ 0.49507830648713075
N:5+ Sn:2+ 0.49495448321468777
Hg:2+ Pa:4+ 0.4947312574706685
Pr:4+ Sn:4+ 0.4945896510976719
Fe:6+ Te:6+ 0.49457108462785193
Fe:2+ U:3+ 0.4944917821168862
Fe:4+ Nb:5+ 0.49413773297115904
Cr:2+ Cr:4+ 0.493908824885025
Cr:4+ Te:6+ 0.4937500273790287
Bi:3+ Cr:6+ 0.49359786737489425
Nb:5+ Tb:4+ 0.49341446853483706
Ce:4+ Mo:4+ 0.49330624650881344
Tl:3+ U:3+ 0.4932540353437541
V:2+ W:5+ 0.4931256576603929
Mo:5+ Tl:3+ 0.49233836182201146
Nd:3+ Ti:4+ 0.4923047659338134
La:3+ N:3- 0.4919279748219742
Ca:2+ Cu:2+ 0.49189977471791885
Hg:2+ Mo:4+ 0.49174103470283004
Al:3+ Pb:4+ 0.4916714718185332
In:1+ Tm:2+ 0.4915409821369076
Li:1+ U:4+ 0.49140350905046287
Ir:6+ Pt:4+ 0.4913365461378678
Bi:5+ Pr:4+ 0.49086706105552885
Pb:2+ Pb:4+ 0.4905706529055854
Ce:4+ Pb:2+ 0.49052627921850783
V:2+ V:3+ 0.4903270302299312
Ce:4+ W:5+ 0.4902804348120012
Ag:1+ Y:3+ 0.49027579650589515
Pd:2+ U:4+ 0.4900118812393112
Mo:4+ Ta:3+ 0.4898478083237193
Ta:4+ Th:4+ 0.48976899733932444
As:5+ Mn:2+ 0.4896279370383735
Ni:3+ Tb:3+ 0.4896082969239033
Ru:3+ W:3+ 0.48954782152786414
Hg:2+ W:5+ 0.4887297108791774
S:6+ V:5+ 0.48801428242621714
Hf:4+ I:5+ 0.4879656133919644
Hf:4+ Y:2+ 0.4874675634916906
Sm:3+ U:3+ 0.48744620354767076
Mn:4+ Re:5+ 0.487344345143096
Ce:4+ I:5+ 0.48728454595398457
Ce:4+ Cr:2+ 0.4870851210090529
Ba:2+ U:4+ 0.4870679070878473
Mo:6+ Tl:3+ 0.48703041950140646
Nb:3+ Ru:3+ 0.48690218647142763
Ca:2+ Tb:4+ 0.48687464281207055
Ce:4+ Y:2+ 0.4868699520530507
Ce:4+ Te:6+ 0.48684574659200314
La:3+ Mg:2+ 0.4864582999054917
Am:4+ Au:2+ 0.48641277024204405
Pd:3+ V:4+ 0.486160093489344
Ir:4+ Sm:3+ 0.48594565922229177
Ge:2+ Hg:2+ 0.48587389121478725
Pt:4+ Re:7+ 0.48567914577076543
P:5+ Zn:2+ 0.4853575898676785
Hg:2+ Te:6+ 0.4852233913578517
Hg:2+ Ru:3+ 0.48502875691194575
Am:3+ Tm:3+ 0.4849686405069428
Na:1+ Zr:4+ 0.4847627576878113
Pr:4+ Th:4+ 0.4847074942105947
Ce:4+ Re:7+ 0.48464766630472617
Mn:2+ Nd:3+ 0.4846089396970253
Ag:3+ Bi:5+ 0.4845293568579799
Rh:2+ V:4+ 0.4840286087722845
Pu:4+ Re:4+ 0.4836272871267934
Cr:3+ U:6+ 0.4834358854216438
Pt:4+ Tb:3+ 0.48275376831648914
C:2+ N:3- 0.4824471562341937
Hf:4+ Pd:3+ 0.48218818375863987
Bk:3+ Ru:5+ 0.48218746029825343
Hf:4+ Zr:3+ 0.48218660188639295
Mo:5+ Yb:3+ 0.4818928840881804
Al:3+ Os:7+ 0.4817920473123568
Ce:4+ Pd:3+ 0.4815151800429604
Hf:4+ Rh:2+ 0.4801557327284855
Ag:3+ Au:1+ 0.4797632811588303
Ce:4+ Rh:2+ 0.47956708523745717
Ac:3+ Bi:3+ 0.47950398224905433
Co:4+ Th:4+ 0.4792809867404395
Dy:3+ I:5+ 0.47916044825758475
Hf:4+ Ho:2+ 0.4788202431698423
Mn:4+ Np:4+ 0.47867313736564915
As:5+ V:4+ 0.47847118811107014
Ga:3+ N:5+ 0.4781623542334117
Ce:4+ Ho:2+ 0.4781519401843067
Sc:3+ Th:4+ 0.4780573325841932
Ho:3+ Pt:4+ 0.4779501021260087
Mo:3+ Ru:3+ 0.47770058943966504
Cu:3+ Tl:1+ 0.4776901730867292
Cr:4+ Ru:6+ 0.47699040542381843
Mg:2+ Tl:1+ 0.47641086182983367
Am:3+ Nd:3+ 0.4762706759412903
Re:4+ Tc:4+ 0.47616135490689593
Bi:5+ U:3+ 0.475536700980153
Hf:4+ Tc:4+ 0.47528194266910784
Cd:2+ Cu:1+ 0.4751273357392628
Os:7+ Re:7+ 0.47489819445455633
Gd:3+ Re:5+ 0.47473699235781536
Pb:4+ Tc:4+ 0.47460740451603806
Mo:4+ Pt:2+ 0.4745547005728408
Nb:5+ Sn:2+ 0.4744145835865796
Ir:4+ Se:4+ 0.4743905865014437
Ag:2+ Sn:4+ 0.4742978114138845
U:5+ U:6+ 0.4742024149694554
Ba:2+ Zr:4+ 0.4741888731720647
Cr:4+ Fe:6+ 0.47405143156531887
Mn:3+ N:5+ 0.4738969441650694
Lu:3+ Pd:2+ 0.47369597440050737
Pb:4+ Sb:5+ 0.47352706465763983
Ce:4+ Cu:3+ 0.47343691798775767
P:5+ Sc:3+ 0.4731959427183891
Mn:2+ Tb:4+ 0.4731599976365003
Ir:4+ Np:4+ 0.4730963630404952
Ir:6+ Tl:3+ 0.47293221675180935
Au:3+ Pt:4+ 0.4726283534311693
Br:3+ Cu:3+ 0.4723122077291874
Au:3+ Ce:4+ 0.47163874002922557
Ag:1+ Cu:3+ 0.4709760924956273
In:1+ La:3+ 0.4707977498806177
Ru:6+ S:6+ 0.47078919802840186
Ti:2+ V:4+ 0.4705941120552499
B:3+ Si:4+ 0.47042960755662744
Hf:4+ Pr:2+ 0.47028134417917083
Au:3+ Hg:2+ 0.4701422770728424
In:3+ U:3+ 0.4698389986566367
Te:6+ Tl:3+ 0.4695975857043423
As:5+ Fe:5+ 0.4695871754742959
Th:4+ V:5+ 0.4694544965051662
Se:4+ Ta:4+ 0.4692481111652668
Ge:2+ S:4+ 0.46901505113427533
Al:3+ Ca:2+ 0.4687119513089703
Al:3+ As:5+ 0.4682708413577996
Cr:3+ U:3+ 0.4680800043778887
Fe:6+ S:6+ 0.4679633010150002
Sc:3+ U:5+ 0.4679418970491087
Re:7+ Tl:3+ 0.4674773798623169
Bi:5+ Bk:3+ 0.467336881228776
Sm:2+ Sn:4+ 0.4671474936083844
Cr:4+ S:6+ 0.46707897589287395
Cd:2+ Cu:3+ 0.4670065818339268
Hf:4+ Ti:2+ 0.4667493758090708
Po:4+ Re:4+ 0.4665303524976498
Os:5+ Sb:5+ 0.4664223035607243
Ce:4+ Ti:2+ 0.4661771638572364
Co:3+ Pb:4+ 0.46606025004246737
Po:4+ Pt:4+ 0.4659991635866213
N:3- Rb:1+ 0.46590416676838353
Ag:3+ U:6+ 0.46567374353928526
As:3+ Bi:3+ 0.46565275280543666
Cu:3+ Dy:3+ 0.4654645547945563
Pb:4+ Pr:3+ 0.4651894866578062
Pu:4+ Tl:3+ 0.4649909993488178
Ru:4+ U:4+ 0.4648833585157742
Hf:4+ V:4+ 0.4648604002545133
Cr:3+ Ge:4+ 0.4648074611370551
Eu:2+ I:5+ 0.46398154658634916
Bi:3+ Zr:4+ 0.4639659748990124
Ag:1+ Eu:3+ 0.46389916415842086
As:5+ Mn:5+ 0.46389151208063384
Pt:4+ Tm:3+ 0.463463287817741
Fe:6+ Mn:6+ 0.4633917871797868
Hf:4+ V:2+ 0.4632483971319282
Fe:4+ Si:4+ 0.4631760087055978
Ni:2+ Sm:3+ 0.4631526908657589
Nb:3+ W:3+ 0.4631418467456752
Mn:4+ U:5+ 0.46300115691469584
Ir:6+ Yb:3+ 0.462912348020107
Cr:4+ Mn:6+ 0.46255310376081116
Mo:5+ Zn:2+ 0.4617300536592503
Dy:3+ Re:6+ 0.4610515187884067
Sn:2+ Zn:2+ 0.4610468413712153
As:3+ Co:3+ 0.4609217767557793
N:5+ Nb:4+ 0.4609077108827127
Cs:1+ V:3+ 0.4606675425138876
K:1+ Th:4+ 0.4606464200034005
Mn:7+ P:5+ 0.46042219260647954
Cd:2+ Ti:2+ 0.45984543146175166
Cr:6+ Sm:3+ 0.4598307426200841
Hf:4+ Hg:2+ 0.4592243993294823
Co:4+ Se:4+ 0.45919953889927195
Sb:3+ Sn:2+ 0.4584884824029612
Fe:4+ U:4+ 0.45843343312576906
Ho:3+ U:3+ 0.45836398770951325
Fe:4+ Ir:4+ 0.4579190949620076
Pt:4+ Ta:3+ 0.45779470576334974
Re:7+ Yb:3+ 0.4577831553267147
Cu:2+ Nb:4+ 0.4576782008031276
Ag:1+ Ce:4+ 0.4576244523874309
Al:3+ Bi:5+ 0.4573837844843431
Ho:3+ Yb:2+ 0.4572673199773282
Cu:3+ Tl:3+ 0.45665924369151506
Co:3+ Os:7+ 0.45662238043417813
Mn:2+ U:3+ 0.4566072200745935
Cr:2+ Sn:4+ 0.45633560703316295
Dy:2+ Se:4+ 0.4562024504725126
Am:4+ Th:4+ 0.4561627044759424
Fe:4+ Ni:2+ 0.4560947167937569
Au:3+ Fe:2+ 0.45607091561270463
Ni:2+ U:5+ 0.4560637713345981
Ti:2+ Zr:2+ 0.4560520061628676
Ir:5+ Mn:4+ 0.4559742959104644
Cs:1+ I:1- 0.4558332494730608
Pa:4+ Th:4+ 0.4558133676046906
As:3+ Hf:4+ 0.4555961630200132
Nb:2+ Nb:3+ 0.4553235322696896
Co:2+ Dy:3+ 0.4551818724766517
In:1+ Rb:1+ 0.4551082237888928
Au:3+ Tl:3+ 0.45500213341554563
As:3+ Ce:4+ 0.4549329777438682
K:1+ Zr:4+ 0.4547550313158253
Dy:2+ Ta:5+ 0.45460322974971323
Th:4+ Tm:2+ 0.4545295628780375
Be:2+ Co:4+ 0.4544353936486941
Cr:3+ Pa:4+ 0.4543675024991849
Si:4+ W:6+ 0.4543467523594422
Pd:2+ U:3+ 0.4538243316003223
Bi:5+ V:3+ 0.4532009515180355
Al:3+ Hg:2+ 0.452955257272332
Mo:5+ Pd:2+ 0.452868623809978
Co:2+ Pb:2+ 0.45285157474411053
Ga:3+ Se:6+ 0.4525793309088241
Bi:3+ Rh:3+ 0.45247628023871206
Ag:1+ Lu:3+ 0.4523886736070625
Pr:3+ Zn:2+ 0.451826100990117
Pr:4+ Tb:3+ 0.45167336158842414
Cr:3+ Mo:4+ 0.45154447465075137
K:1+ Sb:3+ 0.45142421223766444
Eu:2+ La:3+ 0.4513449855727923
Sc:3+ U:3+ 0.45114156402779915
Bi:5+ Re:7+ 0.4507625477625262
In:3+ Ir:6+ 0.4504863726606488
Nb:5+ Ni:3+ 0.45038382725997733
Cd:2+ Ce:3+ 0.4501693837599536
Mo:5+ Sc:3+ 0.45016044373029634
Sc:3+ Yb:2+ 0.4500621764467872
Ag:1+ As:5+ 0.44964007447176335
Cs:1+ Th:4+ 0.4493641302964877
Ni:4+ Ru:5+ 0.4492350371574523
Pb:2+ Sc:3+ 0.44922591108238136
Fe:2+ Tl:1+ 0.44917200223507403
Cr:3+ Ir:6+ 0.44879983119765904
Cr:3+ W:5+ 0.4487748187570777
Sb:5+ V:5+ 0.44806350264889055
Ce:3+ Ta:5+ 0.4480411965144744
Ag:3+ Ni:2+ 0.44780131940611295
Er:3+ Zn:2+ 0.44763813849853895
Ce:2+ La:2+ 0.44760450520247125
I:5+ Th:4+ 0.4474339968625213
Mo:5+ Ta:5+ 0.447324529466326
Ho:3+ Sm:2+ 0.4468126981783626
Al:3+ Pb:2+ 0.4467615155606808
Cd:2+ Sr:2+ 0.4464652516496334
Lu:3+ Sn:2+ 0.4464268106238912
Cr:3+ Ge:2+ 0.4462327842584563
Cr:3+ I:5+ 0.44610838450724044
K:1+ Nb:5+ 0.4458827023256855
Ru:5+ V:4+ 0.44582057183437346
Dy:2+ Ni:2+ 0.44573216355590406
Ag:3+ Tb:3+ 0.4457150957283574
Cs:1+ Y:3+ 0.4455849661512918
Ca:2+ Re:7+ 0.4453646002939872
In:3+ Re:7+ 0.4453616800472753
Ge:4+ Se:4+ 0.4451000813407145
Mn:4+ Sn:2+ 0.44481510533541463
Y:3+ Yb:2+ 0.44478779404137797
Pr:3+ Sb:5+ 0.44436698151971776
Cr:3+ Re:7+ 0.4436943245288602
Cr:2+ Rh:4+ 0.44285580249249173
Np:4+ Te:4+ 0.44283931812783817
Bi:3+ Ti:3+ 0.4421165382445131
Eu:2+ V:4+ 0.4420782878142565
Mn:2+ Tm:2+ 0.4419073193940165
N:3- Tm:3+ 0.44184034475804645
Pd:4+ Ti:2+ 0.4415133283604531
Hg:2+ Pt:2+ 0.4411517831627378
In:3+ Zr:4+ 0.4411406177857856
Cu:2+ Ti:3+ 0.441062276780956
Eu:2+ S:2- 0.44104233740418397
As:5+ Bi:5+ 0.4409159672495091
U:4+ Yb:2+ 0.4408544839253068
Ag:1+ Pt:2+ 0.4403305063768763
Ir:4+ Sn:2+ 0.4397119345382422
Ni:2+ U:3+ 0.4396898939671446
Al:3+ U:6+ 0.4396504923365823
Co:3+ Tl:3+ 0.43959210239684154
Br:1- Na:1+ 0.4391113566594384
S:2+ Se:2+ 0.4389591811976513
Mo:5+ Ni:2+ 0.4387402592482348
Pd:4+ V:2+ 0.4382060214530898
I:7+ Pb:4+ 0.4381688605050086
Ni:2+ Sn:2+ 0.4380844931607152
Eu:2+ Pb:4+ 0.43792305552255534
Sr:2+ Ti:4+ 0.43792279594481887
Ce:3+ Yb:2+ 0.4377531298025135
Cl:5+ S:4+ 0.4377350019131712
C:4+ N:3- 0.43765006368149306
Ag:2+ U:4+ 0.4374929332481585
Li:1+ Re:7+ 0.43746818683370736
Ce:3+ Sn:2+ 0.4372008339460523
Eu:3+ Pr:4+ 0.43715732484695624
Ag:2+ Ir:4+ 0.43694528264311727
Ho:3+ I:5+ 0.4368484365085321
Co:2+ Ta:4+ 0.4367284544003837
Mo:5+ Tb:3+ 0.43669624937697704
Eu:2+ Rb:1+ 0.4363041670506313
Pu:4+ Zn:2+ 0.43628742710940993
Ag:1+ I:7+ 0.4360760086600369
Br:1- Sr:2+ 0.4357724681500459
Ge:4+ Re:7+ 0.4353239655151782
Eu:2+ In:1+ 0.4351278626076573
Ir:6+ Pd:2+ 0.4350312795948036
Cr:6+ Zr:4+ 0.43487602183086516
Co:3+ Nd:3+ 0.43466537366065866
Ho:3+ Re:7+ 0.4344844855858027
Co:2+ Fe:4+ 0.43446218330889214
Au:1+ Au:3+ 0.43441341124892113
Co:2+ U:5+ 0.4343093442199758
Hg:2+ Pd:4+ 0.434295310355681
